ONET_SOC_Code,Base_SOC,ONET_Title,FO_Score,FO_Probability,FO_Occupation,Mapping_Method
25-9049.00,25-9049,"Teaching Assistants, All Other",24.0425,0.240425,[Group avg: 25-90],group_avg
25-9099.00,25-9099,"Educational Instruction and Library Workers, All Other",24.0425,0.240425,[Group avg: 25-90],group_avg
27-1011.00,27-1011,Art Directors,2.3,0.023,Art Directors,direct
27-1012.00,27-1012,Craft Artists,3.5,0.035,Craft Artists,direct
27-1013.00,27-1013,"Fine Artists, Including Painters, Sculptors, and Illustrators",4.2,0.042,Fine Artists; Including Painters; Sculptors; and Illustrators,direct
27-1014.00,27-1014,Special Effects Artists and Animators,1.5,0.015,Multimedia Artists and Animators,direct
27-1019.00,27-1019,"Artists and Related Workers, All Other",7.359090909090909,0.0735909090909091,[Group avg: 27-10],group_avg
27-1021.00,27-1021,Commercial and Industrial Designers,3.7,0.037,Commercial and Industrial Designers,direct
27-1022.00,27-1022,Fashion Designers,2.1,0.021,Fashion Designers,direct
27-1023.00,27-1023,Floral Designers,4.7,0.047,Floral Designers,direct
27-1024.00,27-1024,Graphic Designers,8.2,0.082,Graphic Designers,direct
27-1025.00,27-1025,Interior Designers,2.2,0.022,Interior Designers,direct
27-1026.00,27-1026,Merchandise Displayers and Window Trimmers,48.0,0.48,Merchandise Displayers and Window Trimmers,direct
27-1027.00,27-1027,Set and Exhibit Designers,0.55,0.0055,Set and Exhibit Designers,direct
27-1029.00,27-1029,"Designers, All Other",7.359090909090909,0.0735909090909091,[Group avg: 27-10],group_avg
27-2011.00,27-2011,Actors,37.0,0.37,Actors,direct
27-2012.00,27-2012,Producers and Directors,2.2,0.022,Producers and Directors,direct
27-2012.03,27-2012,Media Programming Directors,2.2,0.022,Producers and Directors,direct
27-2012.04,27-2012,Talent Directors,2.2,0.022,Producers and Directors,direct
27-2012.05,27-2012,Media Technical Directors/Managers,2.2,0.022,Producers and Directors,direct
27-2021.00,27-2021,Athletes and Sports Competitors,28.0,0.28,Athletes and Sports Competitors,direct
27-2022.00,27-2022,Coaches and Scouts,1.3,0.013,Coaches and Scouts,direct
27-2023.00,27-2023,"Umpires, Referees, and Other Sports Officials",98.0,0.98,Umpires; Referees; and Other Sports Officials,direct
27-2031.00,27-2031,Dancers,13.0,0.13,Dancers,direct
27-2032.00,27-2032,Choreographers,0.4,0.004,Choreographers,direct
27-2041.00,27-2041,Music Directors and Composers,1.5,0.015,Music Directors and Composers,direct
27-2042.00,27-2042,Musicians and Singers,7.4,0.074,Musicians and Singers,direct
27-2091.00,27-2091,"Disc Jockeys, Except Radio",20.977777777777778,0.20977777777777779,[Group avg: 27-20],group_avg
27-2099.00,27-2099,"Entertainers and Performers, Sports and Related Workers, All Other",20.977777777777778,0.20977777777777779,[Group avg: 27-20],group_avg
27-3011.00,27-3011,Broadcast Announcers and Radio Disc Jockeys,10.0,0.1,Radio and Television Announcers,direct
27-3023.00,27-3023,"News Analysts, Reporters, and Journalists",28.22222222222222,0.2822222222222222,[Group avg: 27-30],group_avg
27-3031.00,27-3031,Public Relations Specialists,18.0,0.18,Public Relations Specialists,direct
27-3041.00,27-3041,Editors,5.5,0.055,Editors,direct
27-3042.00,27-3042,Technical Writers,89.0,0.89,Technical Writers,direct
27-3043.00,27-3043,Writers and Authors,3.8,0.038,Writers and Authors,direct
27-3043.05,27-3043,"Poets, Lyricists and Creative Writers",3.8,0.038,Writers and Authors,direct
27-3091.00,27-3091,Interpreters and Translators,38.0,0.38,Interpreters and Translators,direct
27-3092.00,27-3092,Court Reporters and Simultaneous Captioners,28.22222222222222,0.2822222222222222,[Group avg: 27-30],group_avg
27-3099.00,27-3099,"Media and Communication Workers, All Other",28.22222222222222,0.2822222222222222,[Group avg: 27-30],group_avg
27-4011.00,27-4011,Audio and Video Technicians,55.0,0.55,Audio and Video Equipment Technicians,direct
27-4012.00,27-4012,Broadcast Technicians,74.0,0.74,Broadcast Technicians,direct
27-4014.00,27-4014,Sound Engineering Technicians,13.0,0.13,Sound Engineering Technicians,direct
27-4015.00,27-4015,Lighting Technicians,47.58571428571429,0.47585714285714287,[Group avg: 27-40],group_avg
27-4021.00,27-4021,Photographers,2.1,0.021,Photographers,direct
27-4031.00,27-4031,"Camera Operators, Television, Video, and Film",60.0,0.6,Camera Operators; Television; Video; and Motion Picture,direct
27-4032.00,27-4032,Film and Video Editors,31.0,0.31,Film and Video Editors,direct
27-4099.00,27-4099,"Media and Communication Equipment Workers, All Other",47.58571428571429,0.47585714285714287,[Group avg: 27-40],group_avg
29-1011.00,29-1011,Chiropractors,2.7,0.027,Chiropractors,direct
29-1021.00,29-1021,"Dentists, General",0.44,0.0044,Dentists; General,direct
29-1022.00,29-1022,Oral and Maxillofacial Surgeons,0.36,0.0036,Oral and Maxillofacial Surgeons,direct
29-1023.00,29-1023,Orthodontists,2.3,0.023,Orthodontists,direct
29-1024.00,29-1024,Prosthodontists,5.5,0.055,Prosthodontists,direct
29-1029.00,29-1029,"Dentists, All Other Specialists",3.7972727272727274,0.037972727272727276,[Group avg: 29-10],group_avg
29-1031.00,29-1031,Dietitians and Nutritionists,0.39,0.0039,Dietitians and Nutritionists,direct
29-1041.00,29-1041,Optometrists,14.0,0.14,Optometrists,direct
29-1051.00,29-1051,Pharmacists,1.2,0.012,Pharmacists,direct
29-1071.00,29-1071,Physician Assistants,14.0,0.14,Physician Assistants,direct
29-1071.01,29-1071,Anesthesiologist Assistants,14.0,0.14,Physician Assistants,direct
29-1081.00,29-1081,Podiatrists,0.46,0.0046,Podiatrists,direct
29-1122.00,29-1122,Occupational Therapists,0.35,0.0035,Occupational Therapists,direct
29-1122.01,29-1122,"Low Vision Therapists, Orientation and Mobility Specialists, and Vision Rehabilitation Therapists",0.35,0.0035,Occupational Therapists,direct
29-1123.00,29-1123,Physical Therapists,2.1,0.021,Physical Therapists,direct
29-1124.00,29-1124,Radiation Therapists,34.0,0.34,Radiation Therapists,direct
29-1125.00,29-1125,Recreational Therapists,0.28,0.0028,Recreational Therapists,direct
29-1126.00,29-1126,Respiratory Therapists,6.6,0.066,Respiratory Therapists,direct
29-1127.00,29-1127,Speech-Language Pathologists,0.64,0.0064,Speech-Language Pathologists,direct
29-1128.00,29-1128,Exercise Physiologists,5.1,0.051,[Group avg: 29-11],group_avg
29-1129.00,29-1129,"Therapists, All Other",5.1,0.051,[Group avg: 29-11],group_avg
29-1129.01,29-1129,Art Therapists,5.1,0.051,[Group avg: 29-11],group_avg
29-1129.02,29-1129,Music Therapists,5.1,0.051,[Group avg: 29-11],group_avg
29-1131.00,29-1131,Veterinarians,3.8,0.038,Veterinarians,direct
29-1141.00,29-1141,Registered Nurses,5.1,0.051,[Group avg: 29-11],group_avg
29-1141.01,29-1141,Acute Care Nurses,5.1,0.051,[Group avg: 29-11],group_avg
29-1141.02,29-1141,Advanced Practice Psychiatric Nurses,5.1,0.051,[Group avg: 29-11],group_avg
29-1141.03,29-1141,Critical Care Nurses,5.1,0.051,[Group avg: 29-11],group_avg
29-1141.04,29-1141,Clinical Nurse Specialists,5.1,0.051,[Group avg: 29-11],group_avg
29-1151.00,29-1151,Nurse Anesthetists,5.1,0.051,[Group avg: 29-11],group_avg
29-1161.00,29-1161,Nurse Midwives,5.1,0.051,[Group avg: 29-11],group_avg
29-1171.00,29-1171,Nurse Practitioners,5.1,0.051,[Group avg: 29-11],group_avg
29-1181.00,29-1181,Audiologists,0.33,0.0033,Audiologists,direct
29-1211.00,29-1211,Anesthesiologists,18.391590909090908,0.18391590909090907,[Major group avg: 29],group_avg
29-1212.00,29-1212,Cardiologists,18.391590909090908,0.18391590909090907,[Major group avg: 29],group_avg
29-1213.00,29-1213,Dermatologists,18.391590909090908,0.18391590909090907,[Major group avg: 29],group_avg
29-1214.00,29-1214,Emergency Medicine Physicians,18.391590909090908,0.18391590909090907,[Major group avg: 29],group_avg
29-1215.00,29-1215,Family Medicine Physicians,18.391590909090908,0.18391590909090907,[Major group avg: 29],group_avg
29-1216.00,29-1216,General Internal Medicine Physicians,18.391590909090908,0.18391590909090907,[Major group avg: 29],group_avg
29-1217.00,29-1217,Neurologists,18.391590909090908,0.18391590909090907,[Major group avg: 29],group_avg
29-1218.00,29-1218,Obstetricians and Gynecologists,18.391590909090908,0.18391590909090907,[Major group avg: 29],group_avg
29-1221.00,29-1221,"Pediatricians, General",18.391590909090908,0.18391590909090907,[Major group avg: 29],group_avg
29-1222.00,29-1222,"Physicians, Pathologists",18.391590909090908,0.18391590909090907,[Major group avg: 29],group_avg
29-1223.00,29-1223,Psychiatrists,18.391590909090908,0.18391590909090907,[Major group avg: 29],group_avg
29-1224.00,29-1224,Radiologists,18.391590909090908,0.18391590909090907,[Major group avg: 29],group_avg
29-1229.00,29-1229,"Physicians, All Other",18.391590909090908,0.18391590909090907,[Major group avg: 29],group_avg
29-1229.01,29-1229,Allergists and Immunologists,18.391590909090908,0.18391590909090907,[Major group avg: 29],group_avg
29-1229.02,29-1229,Hospitalists,18.391590909090908,0.18391590909090907,[Major group avg: 29],group_avg
29-1229.03,29-1229,Urologists,18.391590909090908,0.18391590909090907,[Major group avg: 29],group_avg
29-1229.04,29-1229,Physical Medicine and Rehabilitation Physicians,18.391590909090908,0.18391590909090907,[Major group avg: 29],group_avg
29-1229.05,29-1229,Preventive Medicine Physicians,18.391590909090908,0.18391590909090907,[Major group avg: 29],group_avg
29-1229.06,29-1229,Sports Medicine Physicians,18.391590909090908,0.18391590909090907,[Major group avg: 29],group_avg
29-1241.00,29-1241,"Ophthalmologists, Except Pediatric",18.391590909090908,0.18391590909090907,[Major group avg: 29],group_avg
29-1242.00,29-1242,"Orthopedic Surgeons, Except Pediatric",18.391590909090908,0.18391590909090907,[Major group avg: 29],group_avg
29-1243.00,29-1243,Pediatric Surgeons,18.391590909090908,0.18391590909090907,[Major group avg: 29],group_avg
29-1249.00,29-1249,"Surgeons, All Other",18.391590909090908,0.18391590909090907,[Major group avg: 29],group_avg
29-1291.00,29-1291,Acupuncturists,18.391590909090908,0.18391590909090907,[Major group avg: 29],group_avg
29-1292.00,29-1292,Dental Hygienists,18.391590909090908,0.18391590909090907,[Major group avg: 29],group_avg
29-1299.00,29-1299,"Healthcare Diagnosing or Treating Practitioners, All Other",18.391590909090908,0.18391590909090907,[Major group avg: 29],group_avg
29-1299.01,29-1299,Naturopathic Physicians,18.391590909090908,0.18391590909090907,[Major group avg: 29],group_avg
29-1299.02,29-1299,Orthoptists,18.391590909090908,0.18391590909090907,[Major group avg: 29],group_avg
29-2011.00,29-2011,Medical and Clinical Laboratory Technologists,90.0,0.9,Medical and Clinical Laboratory Technologists,direct
29-2011.01,29-2011,Cytogenetic Technologists,90.0,0.9,Medical and Clinical Laboratory Technologists,direct
29-2011.02,29-2011,Cytotechnologists,90.0,0.9,Medical and Clinical Laboratory Technologists,direct
29-2011.04,29-2011,Histotechnologists,90.0,0.9,Medical and Clinical Laboratory Technologists,direct
29-2012.00,29-2012,Medical and Clinical Laboratory Technicians,47.0,0.47,Medical and Clinical Laboratory Technicians,direct
29-2012.01,29-2012,Histology Technicians,47.0,0.47,Medical and Clinical Laboratory Technicians,direct
29-2031.00,29-2031,Cardiovascular Technologists and Technicians,23.0,0.23,Cardiovascular Technologists and Technicians,direct
29-2032.00,29-2032,Diagnostic Medical Sonographers,35.0,0.35,Diagnostic Medical Sonographers,direct
29-2033.00,29-2033,Nuclear Medicine Technologists,13.0,0.13,Nuclear Medicine Technologists,direct
29-2034.00,29-2034,Radiologic Technologists and Technicians,34.902777777777786,0.3490277777777779,[Group avg: 29-20],group_avg
29-2035.00,29-2035,Magnetic Resonance Imaging Technologists,34.902777777777786,0.3490277777777779,[Group avg: 29-20],group_avg
29-2036.00,29-2036,Medical Dosimetrists,34.902777777777786,0.3490277777777779,[Group avg: 29-20],group_avg
29-2042.00,29-2042,Emergency Medical Technicians,34.902777777777786,0.3490277777777779,[Group avg: 29-20],group_avg
29-2043.00,29-2043,Paramedics,34.902777777777786,0.3490277777777779,[Group avg: 29-20],group_avg
29-2051.00,29-2051,Dietetic Technicians,13.0,0.13,Dietetic Technicians,direct
29-2052.00,29-2052,Pharmacy Technicians,92.0,0.92,Pharmacy Technicians,direct
29-2053.00,29-2053,Psychiatric Technicians,4.3,0.043,Psychiatric Technicians,direct
29-2055.00,29-2055,Surgical Technologists,34.0,0.34,Surgical Technologists,direct
29-2056.00,29-2056,Veterinary Technologists and Technicians,2.9,0.029,Veterinary Technologists and Technicians,direct
29-2057.00,29-2057,Ophthalmic Medical Technicians,34.902777777777786,0.3490277777777779,[Group avg: 29-20],group_avg
29-2061.00,29-2061,Licensed Practical and Licensed Vocational Nurses,5.8,0.058,Licensed Practical and Licensed Vocational Nurses,direct
29-2072.00,29-2072,Medical Records Specialists,34.902777777777786,0.3490277777777779,[Group avg: 29-20],group_avg
29-2081.00,29-2081,"Opticians, Dispensing",71.0,0.71,Opticians; Dispensing,direct
29-2091.00,29-2091,Orthotists and Prosthetists,0.35,0.0035,Orthotists and Prosthetists,direct
29-2092.00,29-2092,Hearing Aid Specialists,34.902777777777786,0.3490277777777779,[Group avg: 29-20],group_avg
29-2099.00,29-2099,"Health Technologists and Technicians, All Other",34.902777777777786,0.3490277777777779,[Group avg: 29-20],group_avg
29-2099.01,29-2099,Neurodiagnostic Technologists,34.902777777777786,0.3490277777777779,[Group avg: 29-20],group_avg
29-2099.05,29-2099,Ophthalmic Medical Technologists,34.902777777777786,0.3490277777777779,[Group avg: 29-20],group_avg
29-2099.08,29-2099,Patient Representatives,34.902777777777786,0.3490277777777779,[Group avg: 29-20],group_avg
29-9021.00,29-9021,Health Information Technologists and Medical Registrars,14.236666666666666,0.14236666666666667,[Group avg: 29-90],group_avg
29-9091.00,29-9091,Athletic Trainers,0.71,0.0071,Athletic Trainers,direct
29-9092.00,29-9092,Genetic Counselors,14.236666666666666,0.14236666666666667,[Group avg: 29-90],group_avg
29-9093.00,29-9093,Surgical Assistants,14.236666666666666,0.14236666666666667,[Group avg: 29-90],group_avg
29-9099.00,29-9099,"Healthcare Practitioners and Technical Workers, All Other",14.236666666666666,0.14236666666666667,[Group avg: 29-90],group_avg
29-9099.01,29-9099,Midwives,14.236666666666666,0.14236666666666667,[Group avg: 29-90],group_avg
31-1121.00,31-1121,Home Health Aides,50.114285714285714,0.5011428571428571,[Major group avg: 31],group_avg
31-1122.00,31-1122,Personal Care Aides,50.114285714285714,0.5011428571428571,[Major group avg: 31],group_avg
31-1131.00,31-1131,Nursing Assistants,50.114285714285714,0.5011428571428571,[Major group avg: 31],group_avg
31-1132.00,31-1132,Orderlies,50.114285714285714,0.5011428571428571,[Major group avg: 31],group_avg
31-1133.00,31-1133,Psychiatric Aides,50.114285714285714,0.5011428571428571,[Major group avg: 31],group_avg
31-2011.00,31-2011,Occupational Therapy Assistants,2.8,0.028,Occupational Therapy Assistants,direct
31-2012.00,31-2012,Occupational Therapy Aides,27.0,0.27,Occupational Therapy Aides,direct
31-2021.00,31-2021,Physical Therapist Assistants,1.8,0.018,Physical Therapist Assistants,direct
31-2022.00,31-2022,Physical Therapist Aides,61.0,0.61,Physical Therapist Aides,direct
31-9011.00,31-9011,Massage Therapists,54.0,0.54,Massage Therapists,direct
31-9091.00,31-9091,Dental Assistants,51.0,0.51,Dental Assistants,direct
31-9092.00,31-9092,Medical Assistants,30.0,0.3,Medical Assistants,direct
31-9093.00,31-9093,Medical Equipment Preparers,78.0,0.78,Medical Equipment Preparers,direct
31-9094.00,31-9094,Medical Transcriptionists,89.0,0.89,Medical Transcriptionists,direct
31-9095.00,31-9095,Pharmacy Aides,72.0,0.72,Pharmacy Aides,direct
31-9096.00,31-9096,Veterinary Assistants and Laboratory Animal Caretakers,86.0,0.86,Veterinary Assistants and Laboratory Animal Caretakers,direct
31-9097.00,31-9097,Phlebotomists,65.71428571428571,0.657142857142857,[Group avg: 31-90],group_avg
31-9099.00,31-9099,"Healthcare Support Workers, All Other",65.71428571428571,0.657142857142857,[Group avg: 31-90],group_avg
31-9099.01,31-9099,Speech-Language Pathology Assistants,65.71428571428571,0.657142857142857,[Group avg: 31-90],group_avg
31-9099.02,31-9099,Endoscopy Technicians,65.71428571428571,0.657142857142857,[Group avg: 31-90],group_avg
33-1011.00,33-1011,First-Line Supervisors of Correctional Officers,2.5,0.025,First-Line Supervisors of Correctional Officers,direct
33-1012.00,33-1012,First-Line Supervisors of Police and Detectives,0.44,0.0044,First-Line Supervisors of Police and Detectives,direct
33-1021.00,33-1021,First-Line Supervisors of Firefighting and Prevention Workers,0.36,0.0036,First-Line Supervisors of Fire Fighting and Prevention Workers,direct
33-1091.00,33-1091,First-Line Supervisors of Security Workers,1.0999999999999999,0.011,[Group avg: 33-10],group_avg
33-1099.00,33-1099,"First-Line Supervisors of Protective Service Workers, All Other",1.0999999999999999,0.011,[Group avg: 33-10],group_avg
33-2011.00,33-2011,Firefighters,17.0,0.17,Firefighters,direct
33-2021.00,33-2021,Fire Inspectors and Investigators,48.0,0.48,Fire Inspectors and Investigators,direct
33-2022.00,33-2022,Forest Fire Inspectors and Prevention Specialists,4.8,0.048,Forest Fire Inspectors and Prevention Specialists,direct
33-3011.00,33-3011,Bailiffs,36.0,0.36,Bailiffs,direct
33-3012.00,33-3012,Correctional Officers and Jailers,60.0,0.6,Correctional Officers and Jailers,direct
33-3021.00,33-3021,Detectives and Criminal Investigators,34.0,0.34,Detectives and Criminal Investigators,direct
33-3021.02,33-3021,Police Identification and Records Officers,34.0,0.34,Detectives and Criminal Investigators,direct
33-3021.06,33-3021,Intelligence Analysts,34.0,0.34,Detectives and Criminal Investigators,direct
33-3031.00,33-3031,Fish and Game Wardens,8.0,0.08,Fish and Game Wardens,direct
33-3041.00,33-3041,Parking Enforcement Workers,84.0,0.84,Parking Enforcement Workers,direct
33-3051.00,33-3051,Police and Sheriff's Patrol Officers,9.8,0.098,Police and Sheriffs Patrol Officers,direct
33-3051.04,33-3051,Customs and Border Protection Officers,9.8,0.098,Police and Sheriffs Patrol Officers,direct
33-3052.00,33-3052,Transit and Railroad Police,57.0,0.57,Transit and Railroad Police,direct
33-9011.00,33-9011,Animal Control Workers,21.0,0.21,Animal Control Workers,direct
33-9021.00,33-9021,Private Detectives and Investigators,31.0,0.31,Private Detectives and Investigators,direct
33-9031.00,33-9031,Gambling Surveillance Officers and Gambling Investigators,95.0,0.95,Gaming Surveillance Officers and Gaming Investigators,direct
33-9032.00,33-9032,Security Guards,84.0,0.84,Security Guards,direct
33-9091.00,33-9091,Crossing Guards and Flaggers,49.0,0.49,Crossing Guards,direct
33-9092.00,33-9092,"Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers",67.0,0.67,Lifeguards; Ski Patrol; and Other Recreational Protective Service Workers,direct
33-9093.00,33-9093,Transportation Security Screeners,57.833333333333336,0.5783333333333334,[Group avg: 33-90],group_avg
33-9094.00,33-9094,School Bus Monitors,57.833333333333336,0.5783333333333334,[Group avg: 33-90],group_avg
33-9099.00,33-9099,"Protective Service Workers, All Other",57.833333333333336,0.5783333333333334,[Group avg: 33-90],group_avg
33-9099.02,33-9099,Retail Loss Prevention Specialists,57.833333333333336,0.5783333333333334,[Group avg: 33-90],group_avg
35-1011.00,35-1011,Chefs and Head Cooks,10.0,0.1,Chefs and Head Cooks,direct
35-1012.00,35-1012,First-Line Supervisors of Food Preparation and Serving Workers,63.0,0.63,First-Line Supervisors of Food Preparation and Serving Workers,direct
35-2011.00,35-2011,"Cooks, Fast Food",81.0,0.81,Cooks; Fast Food,direct
35-2012.00,35-2012,"Cooks, Institution and Cafeteria",83.0,0.83,Cooks; Institution and Cafeteria,direct
35-2013.00,35-2013,"Cooks, Private Household",30.0,0.3,Cooks; Private Household,direct
35-2014.00,35-2014,"Cooks, Restaurant",96.0,0.96,Cooks; Restaurant,direct
35-2015.00,35-2015,"Cooks, Short Order",94.0,0.94,Cooks; Short Order,direct
35-2019.00,35-2019,"Cooks, All Other",78.5,0.785,[Group avg: 35-20],group_avg
35-2021.00,35-2021,Food Preparation Workers,87.0,0.87,Food Preparation Workers,direct
35-3011.00,35-3011,Bartenders,77.0,0.77,Bartenders,direct
35-3023.00,35-3023,Fast Food and Counter Workers,89.0,0.89,[Group avg: 35-30],group_avg
35-3023.01,35-3023,Baristas,89.0,0.89,[Group avg: 35-30],group_avg
35-3031.00,35-3031,Waiters and Waitresses,94.0,0.94,Waiters and Waitresses,direct
35-3041.00,35-3041,"Food Servers, Nonrestaurant",86.0,0.86,Food Servers; Nonrestaurant,direct
35-9011.00,35-9011,Dining Room and Cafeteria Attendants and Bartender Helpers,91.0,0.91,Dining Room and Cafeteria Attendants and Bartender Helpers,direct
35-9021.00,35-9021,Dishwashers,77.0,0.77,Dishwashers,direct
35-9031.00,35-9031,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",97.0,0.97,Hosts and Hostesses; Restaurant; Lounge; and Coffee Shop,direct
35-9099.00,35-9099,"Food Preparation and Serving Related Workers, All Other",88.33333333333333,0.8833333333333333,[Group avg: 35-90],group_avg
37-1011.00,37-1011,First-Line Supervisors of Housekeeping and Janitorial Workers,94.0,0.94,First-Line Supervisors of Housekeeping and Janitorial Workers,direct
37-1012.00,37-1012,"First-Line Supervisors of Landscaping, Lawn Service, and Groundskeeping Workers",57.0,0.57,First-Line Supervisors of Landscaping; Lawn Service; and Groundskeeping Workers,direct
37-2011.00,37-2011,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",66.0,0.66,Janitors and Cleaners; Except Maids and Housekeeping Cleaners,direct
37-2012.00,37-2012,Maids and Housekeeping Cleaners,69.0,0.69,Maids and Housekeeping Cleaners,direct
37-2019.00,37-2019,"Building Cleaning Workers, All Other",67.0,0.67,[Group avg: 37-20],group_avg
37-2021.00,37-2021,Pest Control Workers,66.0,0.66,Pest Control Workers,direct
37-3011.00,37-3011,Landscaping and Groundskeeping Workers,95.0,0.95,Landscaping and Groundskeeping Workers,direct
37-3012.00,37-3012,"Pesticide Handlers, Sprayers, and Applicators, Vegetation",97.0,0.97,Pesticide Handlers; Sprayers; and Applicators; Vegetation,direct
37-3013.00,37-3013,Tree Trimmers and Pruners,77.0,0.77,Tree Trimmers and Pruners,direct
37-3019.00,37-3019,"Grounds Maintenance Workers, All Other",89.66666666666667,0.8966666666666667,[Group avg: 37-30],group_avg
39-1013.00,39-1013,First-Line Supervisors of Gambling Services Workers,29.866666666666664,0.29866666666666664,[Group avg: 39-10],group_avg
39-1014.00,39-1014,"First-Line Supervisors of Entertainment and Recreation Workers, Except Gambling Services",29.866666666666664,0.29866666666666664,[Group avg: 39-10],group_avg
39-1022.00,39-1022,First-Line Supervisors of Personal Service Workers,29.866666666666664,0.29866666666666664,[Group avg: 39-10],group_avg
39-2011.00,39-2011,Animal Trainers,10.0,0.1,Animal Trainers,direct
39-2021.00,39-2021,Animal Caretakers,82.0,0.82,Nonfarm Animal Caretakers,direct
39-3011.00,39-3011,Gambling Dealers,96.0,0.96,Gaming Dealers,direct
39-3012.00,39-3012,Gambling and Sports Book Writers and Runners,91.0,0.91,Gaming and Sports Book Writers and Runners,direct
39-3019.00,39-3019,"Gambling Service Workers, All Other",79.42857142857143,0.7942857142857143,[Group avg: 39-30],group_avg
39-3021.00,39-3021,Motion Picture Projectionists,97.0,0.97,Motion Picture Projectionists,direct
39-3031.00,39-3031,"Ushers, Lobby Attendants, and Ticket Takers",96.0,0.96,Ushers; Lobby Attendants; and Ticket Takers,direct
39-3091.00,39-3091,Amusement and Recreation Attendants,72.0,0.72,Amusement and Recreation Attendants,direct
39-3092.00,39-3092,Costume Attendants,61.0,0.61,Costume Attendants,direct
39-3093.00,39-3093,"Locker Room, Coatroom, and Dressing Room Attendants",43.0,0.43,Locker Room; Coatroom; and Dressing Room Attendants,direct
39-3099.00,39-3099,"Entertainment Attendants and Related Workers, All Other",79.42857142857143,0.7942857142857143,[Group avg: 39-30],group_avg
39-4011.00,39-4011,Embalmers,54.0,0.54,Embalmers,direct
39-4012.00,39-4012,Crematory Operators,45.5,0.455,[Group avg: 39-40],group_avg
39-4021.00,39-4021,Funeral Attendants,37.0,0.37,Funeral Attendants,direct
39-4031.00,39-4031,"Morticians, Undertakers, and Funeral Arrangers",45.5,0.455,[Group avg: 39-40],group_avg
39-5011.00,39-5011,Barbers,80.0,0.8,Barbers,direct
39-5012.00,39-5012,"Hairdressers, Hairstylists, and Cosmetologists",11.0,0.11,Hairdressers; Hairstylists; and Cosmetologists,direct
39-5091.00,39-5091,"Makeup Artists, Theatrical and Performance",1.0,0.01,Makeup Artists; Theatrical and Performance,direct
39-5092.00,39-5092,Manicurists and Pedicurists,95.0,0.95,Manicurists and Pedicurists,direct
39-5093.00,39-5093,Shampooers,79.0,0.79,Shampooers,direct
39-5094.00,39-5094,Skincare Specialists,29.0,0.29,Skincare Specialists,direct
39-6011.00,39-6011,Baggage Porters and Bellhops,83.0,0.83,Baggage Porters and Bellhops,direct
39-6012.00,39-6012,Concierges,21.0,0.21,Concierges,direct
39-7011.00,39-7011,Tour Guides and Escorts,91.0,0.91,Tour Guides and Escorts,direct
39-7012.00,39-7012,Travel Guides,5.7,0.057,Travel Guides,direct
39-9011.00,39-9011,Childcare Workers,8.4,0.084,Childcare Workers,direct
